index,title,date
6634,Al's Hidden Production for Testing,2018-02-01
3686,Altar Boyz,2005-03-01
4353,AMAJUBA: Like Doves We Rise,2006-07-25
2700,American Dreams: Lost and Found,2003-05-13
4524,American Fiesta,2007-04-26
5771,American Hero,2014-05-22
2731,American Menu,2003-05-04
6823,American Moor,2019-09-08
6409,Amerike - The Golden Land,2017-07-10
6328,Amy and the Orphans,2018-03-01
5379,An Early History of Fire,2012-04-30
5361,An Iliad,2012-03-06
4422,an oak tree,2006-11-04
6475,An Ordinary Muslim,2018-02-26
4867,An Oresteia,2009-04-01
6761,Anatomy of a Suicide,2020-02-18
6924,Ancestral Voices,1999-10-18
5540,And Away We Go,2013-11-24
5854,And I and Silence,2014-08-25
6579,And Then There Were None,2017-04-14
6138,Angel Reapers,2016-02-22
5186,Angelina Ballerina,2011-01-09
5078,"Angels in America, A Gay Fantasia on National Themes, Part 1: Millennium Approaches",2010-10-28
5079,"Angels in America, A Gay Fantasia on National Themes, Part 2: Perestroika",2010-10-28
4559,Angry Young Women in Low-Rise Jeans With High-Class Issues,2007-08-12
4726,Animals Out of Paper,2008-08-04
6870,Anna Karenina: a riff,2019-11-22
5701,Annapurna,2014-04-21
4388,Anne of Green Gables,2007-03-29
4345,Annulla,2006-05-14
5686,Anthem,2013-10-07
3311,Antigone,2004-05-02
6164,Antlia Pneumatica,2016-04-04
4575,Antony and Cleopatra,2008-04-03
5770,Antony and Cleopatra,2014-03-05
5375,Regrets,2012-03-27
4297,Regrets Only,2006-11-19
6390,Relevance,2018-02-20
6240,Rendezvous at Senlis,1961-02-27
5246,Rent,2011-08-11
5030,Restoration,2010-05-19
6807,Revelation: The Musical,2019-05-09
5830,Revolution in the Elbow of Ragnar Agnarsson Furniture Painter,2014-08-13
4069,RFK,2005-11-15
2561,Rhapsody in Seth,2003-03-11
6822,Richard & Jane & Dick & Sally,2020-04-03
4374,Richard II,2006-09-17
5284,Richard II,2011-11-20
3432,Richard III,2004-10-11
4627,Richard III,2007-11-13
5473,Richard III,2012-08-11
5604,Richard III: Born With Teeth,2013-04-21
6262,Ride the Cyclone,2016-12-01
5732,Riding the Midnight Express with Billy Hayes,2014-02-05
5902,Riding the Midnight Express with Billy Hayes,2014-10-02
6270,Ring Twice for Miranda,2017-02-19
6796,"Rinse, Repeat",2019-07-31
5928,Ripcord,2015-10-20
4823,Road Show,2008-11-18
3082,Roar,2004-04-07
5857,Rock Bottom,2014-09-17
4787,Rock of Ages,2008-10-16
6787,Rock of Ages,2019-07-02
5975,Rocket to the Moon,2015-02-23
3503,Rodney's Wife,2004-12-01
3683,Romance,2005-03-01
4740,Romantic Poetry,2008-10-28
6871,Romeo & Bernadette: A Musical Tale of Verona and Brooklyn,2020-01-23
3508,Romeo and Juliet,2004-10-17
5663,Romeo and Juliet,2013-10-16
6191,Romeo and Juliet,2016-04-11
5220,Room,2011-03-15
4425,Room Service,2006-11-28
4853,Rooms: a rock romance,2009-03-16
4073,Rope,2005-12-04
5967,Rosario and the Gypsies,2015-02-18
3412,Rose Rage,2004-09-17
5722,Rosencrantz and Guildenstern are Dead,2014-01-12
2931,Rose's Dilemma,2003-12-18
5045,Rosmersholm,2010-11-21
3065,Roulette,2004-02-18
2923,Rounding Third,2003-10-07
5731,Row After Row,2014-01-23
4741,Ruined,2009-02-10
6782,runboyrun & In Old Age,2019-09-24
4650,Runt of the Litter,2007-12-09
5335,Russian Transport,2012-01-30
6026,RUTHLESS! The Musical,2015-07-13
5343,Rx,2012-02-07
3674,Sabina,2005-02-02
6737,Safeword.,2019-04-25
5603,SAGA,2013-03-09
3498,Sailor's Song,2004-11-07
4277,Sake with the Haiku Geisha,2006-02-24
6639,Sakina's Restaurant,2018-10-14
5460,Salammbo,1985-11-07
5761,Sam Eaton's The Quantum Eye,2014-01-18
5238,Sam's Romance,2011-06-05
6783,Sanctuary City,2021-09-21
4663,Sand,2008-02-10
4273,Sandra Bernhard: Everything Bad and Beautiful,2006-04-05
3090,Sarah Jones: bridge and tunnel,2004-02-19
4268,"Sarah, Plain and Tall",2006-03-23
2958,"Sarah, Sarah",2004-03-30
6928,Sarita,1984-01-18
5769,Satchmo at the Waldorf,2014-03-04
4346,Satellites,2006-06-18
4744,Saturn Returns,2008-11-10
2590,Savannah Bay,2003-06-10
4583,Saved,2008-06-03
5324,"Say Goodnight Gracie: The Life, Laughter & Love of George Burns",2011-10-30
4572,Scarcity,2007-09-20
2336,Scattergood,2003-02-26
5869,Scenes From a Marriage,2014-09-22
6389,"School Girls; Or, The African Mean Girls Play",2017-11-16
4347,School of the Americas,2006-07-06
3875,Score,2005-05-01
6745,"Scotland, PA",2019-10-15
5802,Sea Marks,2014-05-05
2953,Sea of Tranquility,2004-02-25
6553,Sea Wall / A Life,2019-02-14
4432,Sealed for Freshness,2007-02-24
6827,Seared,2019-10-28
6577,Secret Life of Humans,2018-06-03
5459,Secret Lives of the Sexists,1982-02-09
4348,Secrets,2006-06-25
4684,Secrets of a Soccer Mom,2008-03-05
5049,Secrets of the Trade,2010-08-10
4046,See What I Wanna See,2005-10-30
6105,Sell/Buy/Date,2016-10-18
4850,Sessions,2009-01-14
4563,Seussical,2007-07-19
6962,Seven Deadly Sins,2021-06-22
4355,Seven Guitars,2006-08-24
5243,Sex Lives of Our Parents,2011-06-22
5727,Sex Tips for Straight Women from a Gay Man,2014-02-09
5810,Sex With Strangers,2014-07-30
5757,"Sex, Relationships, and Sometimes...Love",2014-02-27
6267,"Sgt. Stubby, The Great American War Dog Musical",2016-12-03
6453,Shadowlands,2017-11-01
4887,"Shafrika, The White Girl",2009-06-21
5591,Shaheed: The Dream and Death of Benazir Bhutto,2013-03-14
2215,Shanghai Moon,2003-01-15
6874,"She Persisted, The Musical",2020-02-22
3876,She Stoops to Conquer,2005-05-12
6091,Shear Madness,2015-11-11
6182,Shining City,2016-06-09
4682,Shipwrecked! An Entertainment - The Amazing Adventures of Louis de Rougemont (As Told By Himself),2009-02-08
3685,Shockheaded Peter,2005-02-22
4827,Shogun Macbeth,2008-11-12
6944,Shots at Fate,--
4302,Shout!  The Mod Musical,2006-07-27
4200,Show People,2006-04-06
5710,Showgirls! The Musical!,2013-12-06
5935,Shows for Days,2015-06-29
2222,Showtune,2003-02-27
5880,Shut Up Sit Down & Eat,2014-10-26
4223,Sidd: A New Musical,2006-03-15
5241,Side Effects,2011-06-19
4061,Sides: The Fear is Real,2005-08-25
6172,"Signature Plays: Edward Albee's The Sandbox, Maria Irene Fornes' Drowning, and Adrienne Kennedy's Funnyhouse of a Negro",2016-05-22
5960,Significant Other,2015-06-18
5003,Signs of Life,2010-02-25
5249,SILENCE! The Musical,2011-07-09
5333,SILENCE! The Musical,2011-11-15
5462,SILENCE! The Musical,2012-07-18
3072,Silent Laughter,2004-03-18
6196,Simon Says,2016-07-09
4986,Simply Heavenly,1957-11-08
5028,Sin,2010-03-17
6694,"Sincerely, Oscar",2019-04-04
6781,Sing Street,2019-12-16
6292,Sing! A South African and American Musical Holiday Celebration,2016-12-04
6544,Single Rider A New Musical,2018-05-18
3039,Singular Sensations,2003-11-03
5483,Siren's Heart: The Marilyn Monroe Musical,2012-08-22
5316,Sistas: The Musical,2011-10-23
4624,Sive,2007-09-27
6148,Skeleton Crew,2016-05-19
6376,Skintight,2018-06-21
5393,Skippyjon Jones,2012-07-25
3773,Slag Heap,2005-04-13
3404,Slava's Snowshow,2004-09-08
6664,Slave Play,2018-12-09
6281,Sleep No More,2011-03-07
2216,Sleeping with Straight Men,2003-02-16
4797,Sleepwalk With Me,2008-11-11
5903,Sleepy Hollow,2014-09-20
6706,Sleepy Hollow: The Musical,--
5415,Slowgirl,2012-06-18
4032,Slut,2005-10-01
5546,Small Engine Repair,2013-11-20
6193,Small Mouth Sounds,2016-07-11
2934,Small Tragedy,2004-03-11
6094,Smart People,2016-02-11
5982,Smokefall,2016-02-22
6559,Smokey Joe's Cafe,2018-07-22
4979,Smudge,2010-01-11
6310,Snowkus Pocus: Enchant the Spring,2017-01-19
4968,So Help Me God!,2009-12-07
6556,Socrates,2019-04-16
6766,Soft Power,2019-10-15
6103,Sojourners,2016-01-28
6353,Sojourners & Her Portmanteau,2017-05-16
5004,Soledad Barrio and Noche Flamenca,2009-12-25
5179,Soledad Barrio y Noche Flamenca,2010-12-01
4753,Some Americans Abroad,2008-07-24
4283,Some Girl(s),2006-06-08
4338,Some Men,2007-03-26
6366,Somebody's Daughter,2017-06-06
4540,Something You Did,2008-04-01
5543,Somewhere Fun,2013-06-04
6546,Sonder,2017-06-22
3877,Songs From An Unmade Bed,2005-05-24
5242,Sons of the Prophet,2011-10-20
5542,Sontag: Reborn,2013-06-06
4284,Sore Throats,2006-04-30
5556,Sorry,2012-11-06
5841,Soul Doctor,2014-12-14
3776,Souls of Naples,2005-04-14
6098,Southern Comfort,2016-03-13
4363,Southern Comforts,2006-10-18
3505,Souvenir,2004-12-01
4589,Spain,2007-10-30
4480,Spalding Gray: Stories Left to Tell,2007-03-06
6224,Spamilton,2016-09-08
4034,Spirit,2005-09-15
5107,Spirit Control,2010-10-26
2028,Spookhouse,1984-05-02
4272,Spring Awakening,2006-06-15
3398,Squeeze Box,2004-07-29
5585,Stage Kiss,2014-03-02
5851,Stalking the Bogeyman,2014-09-29
5303,Standing On Ceremony: The Gay Marriage Plays,2011-11-13
6092,Steve,2015-11-18
5874,Sticks and Bones,2014-11-06
4912,Still Life,2009-10-05
800,Stomp,1994-02-27
6404,Stone Soup,2016-10-09
5736,Stop Hitting Yourself,2014-01-27
5653,stop. reset.,2013-09-08
4344,Stopping Traffic,2006-06-07
5372,Storefront Church,2012-06-11
5616,Storyville,2013-07-23
6130,Straight,2016-02-29
4676,Straight Up with a Twist,2008-01-24
5913,Straight White Men,2014-11-23
6964,Stranger Sings! The Parody Musical,2021-08-11
5696,Strawberry & Chocolate,2013-11-17
4743,Streamers,2008-11-11
4414,Striking 12,2006-11-12
3408,String of Pearls,2004-09-28
4287,Stuff Happens,2006-04-13
6211,Stuffed,2016-10-07
6428,Stuffed,2017-10-31
5023,Stuffed and Unstrung,2010-03-17
4883,Stunning,2009-06-18
4731,Substitution,2008-05-04
4337,subUrbia,2006-09-28
4393,Suddenly Last Summer,2006-11-15
6446,Sugar in Our Wounds,2018-06-19
6919,Suicide Forest,2020-03-01
6477,Summer and Smoke,2018-05-03
6758,Sunday,2019-09-23
6299,"Sundown, Yellow Moon",2017-03-14
6627,Superhero,2019-02-28
3500,Svejk,2004-11-14
5939,Swamp Juice,2014-12-02
6915,Swan Lake Opera,2020-04-02
6226,Sweat,2016-11-03
6266,"Sweeney Todd, The Demon Barber of Fleet Street",2017-03-01
6244,Sweet,2016-10-22
5301,Sweet and Sad,2011-09-11
6235,Sweet Charity,2016-11-24
4001,Swimming in the Shallows,2005-06-28
3411,Symphonie Fantastique,2004-09-16
5866,Tail! Spin!,2014-10-01
4712,Take Me Along,2008-02-28
1224,Take Me Out,2002-09-05
5669,Taking Care of Baby,2013-11-19
4824,Taking Over,2008-11-23
5638,Tales From Red Vienna,2014-03-18
5077,Tales From the Tunnel,2010-07-25
2559,Talking Heads,2003-04-06
5494,Talley's Folly,2013-03-05
6989,Tammany Hall,2021-11-02
6101,Tappin' Thru Life,2016-01-11
2280,Tea at Five,2003-03-09
6868,Teen Party Massacre!,2019-10-26
6530,Teenage Dick,2018-06-20
1965,Temporary Help,2002-11-17
5484,Ten Chimneys,2012-09-30
78,Ten Unknowns,2001-03-08
6407,Terezin,2017-06-20
6255,Terms of Endearment,2016-11-16
6778,Terra Firma,2019-10-10
5605,Tesla,2013-05-24
6938,Test Production with No Credits,2021-02-01
5882,Texas in Paris,2015-02-05
6142,Thank God for Jokes,2016-02-11
6408,That Chemistry Show,2017-07-22
4897,That Face,2010-05-18
5117,That Hopey Changey Thing,2010-11-02
6173,That Physics Show!,2016-03-09
5588,The (curious case of the) Watson Intelligence,2013-12-09
3492,The 25th Annual Putnam County Spelling Bee,2005-02-07
5012,The 39 Steps,2010-04-15
4497,The Accomplices,2007-04-09
4977,The Age of Iron,2009-11-22
5282,The Agony and the Ecstasy of Steve Jobs,2011-10-17
5341,The Agony and the Ecstasy of Steve Jobs,2012-01-31
6983,The Alchemist,2021-11-07
4601,The All-American Sport of Bipartisan Bashing,2007-08-15
6471,The Amateurs,2018-02-27
5487,The Amazing Max and The Box of Interesting Things,2011-10-02
5719,The Amazing Max and The Box of Interesting Things,2013-11-29
4412,The American Pilot,2006-11-21
5837,The Anthem,2014-06-03
6348,The Antipodes,2017-04-18
5668,The Apple Family Plays: Scenes From Life In The Country,2013-11-22
5778,The Architecture of Becoming,2014-03-09
3886,The Argument,2005-05-25
4062,The Ark,2005-11-14
4791,The Atheist,2008-10-12
4647,The Awesome 80s Prom,2004-07-23
6278,The Babies,2016-10-27
6219,The Babylon Line,2016-12-05
4907,The Bacchae,2009-08-24
5410,The Bad Guys,2012-06-04
5266,The Bald Soprano,2011-09-25
3406,The Bald Soprano and The Lesson,2004-09-19
3569,The Baltimore Waltz,2004-12-05
5631,The Banana Monologues,2013-06-24
6264,The Band's Visit,2016-11-24
3043,The Beard of Avon,2003-11-18
6501,The Beast in the Jungle,2018-05-23
5867,The Belle of Amherst,2014-10-19
5290,"The Berenstain Bears LIVE! in Family Matters, the Musical",2011-07-03
5322,"The Berenstain Bears LIVE! in Family Matters, the Musical",2011-11-05
5247,The Best Is Yet To Come: The Music of Cy Coleman,2011-05-25
6794,The Best We Could (a family tragedy),2020-05-19
6705,The Big Bang Theory: A Pop-Rock Musical Parody,2019-03-07
5364,The Big Meal,2012-03-21
6856,The Big One-Oh!,2019-09-28
4443,The Big Voice: God or Merman?,2006-11-30
6730,The Bigot,2019-05-01
5043,The Bilbao Effect,2010-05-16
4274,The Black and White Blues,2006-02-09
4596,The Black Eyed,2007-07-31
2397,The Blacks: A Clown Show,2003-03-11
5354,The Blood Knot,2012-02-16
5328,The Blue Flower,2011-11-09
6129,The Body of an American,2016-02-23
5008,The Book of Grace,2010-03-16
6957,The Book of Moron,2021-08-23
3087,The Bourgeois Gentleman,2004-04-16
5116,The Break of Noon,2010-11-22
5369,The Broken Heart,2012-02-11
4955,The Brother/Sister Plays Part 1: In The Red and Brown Water,2009-11-15
4956,The Brother/Sister Plays Part 2:  The Brothers Size and  Marcus; or the Secret of Sweet,2009-11-15
4630,The Brothers Size,2007-11-06
4953,The Buddha Play,2009-09-24
5029,The Burnt Part Boys,2010-05-25
4300,The Busy World is Hushed,2006-06-25
4548,The Butcher of Baraboo,2007-06-11
1478,The Butter and Egg Man,2002-10-02
6527,The Cake,2019-03-05
5535,The Call,2013-04-14
5338,The Canterbury Tales Remixed,2011-12-04
5646,The Capables,2013-07-23
4776,The Castle,2008-04-27
4718,The Cat Who Went to Heaven,2008-03-25
5536,The Caucasian Chalk Circle,2013-05-30
6067,The Changeling,2016-01-10
3887,The Cherry Orchard,2005-06-16
5285,The Cherry Orchard,2011-12-04
5718,The Chocolate Show! (A Tasty New Musical),2014-02-14
5977,The Christians,2015-09-17
5345,The City Club,2012-04-23
5780,The City of Conversation,2014-05-05
5654,The Civil War,2013-07-18
4367,The Clean House,2006-10-30
5108,The Collection & A Kind of Alaska: Two Plays by Harold Pinter,2010-11-21
4927,The Columbine Project,2009-08-09
1427,The Comedy of Errors,2002-07-11
5658,The Comedy of Errors,2013-06-18
6118,The Comedy of Errors,2015-11-05
6316,The Comedy of Errors,2017-03-06
6515,The Common Air,2010-04-14
5373,The Common Pursuit,2012-05-24
5642,The Commons of Pensacola,2013-11-21
6841,The Confession of Lily Dare,2020-01-29
3682,The Controversy of Valladolid,2005-02-20
6680,The Convent,2019-01-24
5128,The Coward,2010-11-22
6608,The Cradle Will Rock,2019-04-03
4761,The Cripple of Inishmaan,2008-12-21
6819,The Crucible,2019-11-21
6360,The Crusade of Connor Stephens,2017-06-26
6931,The Cuban Swimmer/Dog Lady,1984-04-25
5523,The Dance and the Railroad,2013-02-25
5600,The Dance of Death,2013-04-14
6686,The Dance of Death,2019-02-10
3401,The Day Emily Married,2004-08-03
4004,The Dear Boy,2005-08-08
6256,The Death of the Last Black Man in the Whole Entire World,2016-11-13
6452,The Death of the Moon,2017-09-17
5121,The Deep Throat Sex Scandal,2010-10-10
5595,The Designated Mourner,2013-07-14
4649,The Devil's Disciple,2007-12-13
5263,The Devil's Music: The Life and Blues of Bessie Smith,2011-06-22
1206,The Dining Room,1982-02-24
3086,The Distance From Here,2004-05-06
5106,The Divine Sister,2010-09-22
1441,The Donkey Show: A Midsummer Night's Disco,1999-08-18
5617,The Drawer Boy,2013-04-24
4582,The Drunken City,2008-03-26
4999,The Duchess of Malfi,2010-02-27
6145,The Effect,2016-03-16
2499,The Effect of Gamma Rays on Man-in-the-Moon Marigolds,2003-03-16
5024,The Elaborate Entrance of Chad Deity,2010-05-20
4952,The Emperor Jones,2009-10-18
6320,The Emperor Jones,2017-03-12
6323,The End of Longing,2017-06-05
6982,The Essence,2021-10-17
5962,The Events,2015-02-12
6820,The Exes,2019-08-10
1695,The Exonerated,2002-10-10
5491,The Exonerated,2012-09-19
5545,The Explorers Club,2013-06-20
3743,The False Servant,2005-04-10
4358,The Fantasticks,2006-08-16
5323,The Fartiste,2011-10-27
5884,The Fatal Weakness,2014-09-15
6978,The Fever,--
4441,The Fever,2007-01-29
4343,The Field,2006-06-01
4727,The Fifth Column,2008-03-11
4759,The First Breeze of Summer,2008-08-21
5529,The Flick,2013-03-12
5955,The Flick,2015-05-18
3419,The Foreigner,2004-11-07
5017,The Forest,2010-05-06
5875,The Fortress of Solitude,2014-10-22
4592,The Four of Us,2008-03-25
6866,The Four Seasons,--
2104,The Fourth Sister,2002-11-21
1948,The Fourth Wall,2002-11-13
5503,The Freedom of The City,2012-10-14
6288,The Gabriels: Election Year in the Life of One Family Play Three: Women of a Certain Age,2016-11-08
6228,The Gabriels: Election Year in the Life of One Family Play Two: What Did You Expect?,2016-09-16
6131,"The Gabriels: Election Year in the Life of One Family, Play One: Hungry",2016-03-04
4987,The Gayest Christmas Pageant Ever,2009-11-29
1800,The General From America,2002-11-21
6535,The Gentleman Caller,2018-05-10
4848,The Glass Cage,2008-10-21
4910,The Glass Menagerie,2010-03-24
5952,The Glass Menagerie,2015-05-14
6204,The Glass Menagerie,2015-05-22
4623,The Glorious Ones,2007-11-05
4225,The God Committee,2006-03-29
1134,The Godfadda Workout,2002-03-17
6109,The Golden Bride,2015-12-09
5558,The Golden Land,2012-11-11
5477,The Good Mother,2012-11-15
4854,The Good Negro,2009-03-16
6417,"The Gospel According to Thomas Jefferson, Charles Dickens and Count Leo Tolstoy: Discord",2017-10-01
6614,The Gospel at Colonus,2018-09-04
2502,The Gospel of John,2003-03-16
6356,The Government Inspector,2017-06-01
4777,The Grand Inquisitor,2008-10-29
5039,The Grand Manner,2010-06-27
4011,The Great American Trailer Park Musical,2005-09-27
5191,The Great Game: Afghanistan,2010-12-07
5510,The Great God Pan,2012-12-18
5794,The Great Immensity,2014-04-24
6416,The Great Pie Robbery,2017-07-08
5712,The Greatest Pirate Story (N)ever Told!,2013-12-05
1130,The Guys,2002-01-17
4399,The Hairy Ape,2006-10-05
6864,The Half-Life of Marie Curie,2019-11-19
1787,The Hands of Its Enemy,1986-11-28
5715,The Happiest Song Plays Last,2014-03-03
6613,The Hard Problem,2018-11-19
2918,The Harlequin Studies,2003-09-23
6205,The Harvest,2016-10-24
5659,The Hatmaker's Wife,2013-09-05
6889,The Headlands,2020-02-24
4967,The Heart Is a Lonely Hunter,2009-12-03
5783,The Heir Apparent,2014-04-09
6644,The Hello Girls,2018-12-02
6433,The Home Place,2017-10-10
6857,The Hope Hypothesis,2019-10-29
6786,The Hot Wing King,2020-03-01
4303,The House in Town,2006-06-19
6497,The House That Will Not Stand,2018-07-30
5125,The Human Scale,2010-10-12
6038,The Humans,2015-10-25
5227,The Illusion,2011-06-05
6210,The Imbible- A Spirited History of Drinking,2014-11-21
3420,The Immigrant,2004-11-04
2022,The Importance of Being Earnest,2002-09-26
6877,The Independents,2019-10-20
4015,The Intelligent Design of Jenny Chow,2005-09-19
5182,The Intelligent Homosexual's Guide to Capitalism and Socialism With a Key to the Scriptures,2011-05-05
4385,The Internationalist,2006-11-05
5910,The Invisible Hand,2014-12-08
4978,The Irish Curse,2010-03-28
5080,The Irish...and How They Got That Way,2010-07-22
4508,"The J.A.P. Show, Jewish American Princesses of Comedy",2007-04-18
5705,The Jacksonian,2013-11-07
4698,The Jesus Factor,2008-02-07
4380,The Jew of Malta,2007-02-04
4567,The Joy Luck Club,2007-11-07
3120,The Joys of Sex,2004-05-12
5804,The Junket,2014-03-16
5026,The Kid,2010-05-10
4041,The Ladies of the Corridor,2005-09-14
4943,The Lady With All The Answers,2009-10-14
5550,The Landing,2013-10-23
5050,The Language Archive,2010-10-17
4989,The Last Cargo Cult,2009-12-07
3681,The Last Days of Judas Iscariot,2005-03-02
6335,The Last Days of Judas Iscariot,2017-03-13
5534,The Last Five Years,2013-04-02
3055,The Last Letter,2003-12-18
6436,The Last Match,2017-10-24
6947,The Last of the Love Letters,2021-09-13
5427,The Last Smoker in America,2012-08-02
379,The Last Sweet Days,1997-04-06
4473,The Last Word...,2007-02-08
6212,The Layover,2016-08-23
3034,The Legacy Codes,2003-11-05
6297,The Liar,2017-01-26
5741,The Library,2014-04-15
6876,Anything Can Happen in the Theater: The Musical World of Maury Yeston,2019-12-05
6520,Apologia,2018-10-16
4205,Apparition,2005-12-04
5200,Apple Cove,2011-02-06
5930,Application Pending,2015-02-10
5764,Appropriate,2014-03-16
6912,Approval Junkie,2021-11-16
5665,Arguendo,2013-09-24
4842,Aristocrats,2009-01-25
5768,Arlington,2014-03-02
4788,Around the World in 80 Days,2008-07-20
5831,Arrivals & Departures,2014-06-04
5567,Artist of Light,2012-11-23
346,As Bees in Honey Drown,1997-06-19
2560,As You Like It,2003-04-07
4006,As You Like It,2005-07-12
5443,As You Like It,2012-06-21
6422,As You Like It,2017-09-28
6899,Ashley Blaker: Goy Friendly,2020-02-03
5671,Ashville,2013-09-05
6887,Assassins,2021-11-14
5356,Assistance,2012-02-28
6785,Assistants the Musical,--
5321,Asuncion,2011-10-27
4373,Asylum: The Strange Case of Mary Lincoln,2006-09-14
5815,Atomic,2014-07-13
6177,Aubergine,2016-09-12
3053,Aunt Dan and Lemon,2003-12-18
6975,Autumn Royal,2021-10-18
2337,Avenue Q,2003-03-20
4962,Avenue Q,2009-10-21
6507,Babette's Feast,2018-03-25
5193,Baby Wants Candy,2011-01-08
4048,Bach at Leipzig,2005-11-14
5036,Bachelorette,2010-07-21
4772,Back Back Back,2008-11-18
5677,Bad Jews,2013-10-03
6345,Baghdaddy,2017-05-01
1709,Bailegangaire,2002-10-10
6533,Balls,2018-01-24
5126,Banished Children of Eve,2010-10-24
3319,Barbara Cook's Broadway,2004-06-02
2227,Barbra's Wedding,2003-03-05
5488,Bare,2012-12-19
3073,Bare: A Pop Opera,2004-04-19
4224,Based on a Totally True Story,2006-04-11
4738,Bash'd! - A Gay Rap Opera,2008-06-23
4794,Basic Training,2008-10-13
5541,Basilica,2013-05-23
6815,Bat Out of Hell,2019-08-08
4206,The Lieutenant of Inishmore,2006-02-27
6616,The Light,2019-02-10
6180,The Light Years,2017-02-17
5825,The Lightning Thief,2014-07-24
6313,The Lightning Thief: Percy Jackson Musical,2017-04-04
5765,The Lion,2014-06-26
5948,The Lion,2015-02-08
5763,"The Lion, the Witch, and the Wardrobe",2011-10-22
5961,The Liquid Plain,2015-03-08
4201,The Little Dog Laughed,2006-01-10
4699,The Little Flower of East Orange,2008-04-06
5103,The Little Foxes,2010-09-30
